"id","district","sch","exp_group","poverty_school","s3","s3npr","f3","f3npr","grade_fall2013","many13","s13_10","s13_11","s13_12","often13","family13","s13_15","s13_16","ethnicity_new","frl_new","lep_new","gender_new","s4","s4npr","tri14","teach","f4","many14","often14","s14_6","s14_7","s14_8","s14_9","s14_10","s14_11","family14","s14_13","s14_14","s14_15"
"NH-0070","NH","650384 ","Control (Math)",2,153,7,165,14,4,11,1,1,1,2,4,1,4,"Black",0,0,2,169,13,0,"800358",165,11,5,3,1,5,3,4,5,1,2,1,2
"NH-0071","NH","650384 ","Control (Math)",2,173,29,178,29,4,1,1,1,1,1,2,3,1,"Black",1,0,2,165,9,0,"800358",175,7,5,3,3,2,3,4,2,2,4,1,2
"NH-0072","NH","650384 ","READS         ",2,177,36,178,29,4,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0073","NH","650384 ","READS         ",2,148,11,149,9,3,6,6,NA,2,1,1,2,4,"Black",1,0,2,160,13,8,"800388",168,9,3,6,2,2,2,2,3,3,2,3,2
"NH-0074","NH","650384 ","Control (Math)",2,160,32,161,24,3,6,1,2,6,1,1,1,1,"Black",1,0,2,170,25,0,"800101",151,4,3,2,3,3,1,2,3,3,3,3,3
"NH-0075","NH","650384 ","READS         ",2,150,13,158,20,3,7,3,1,3,2,1,3,2,"Black",1,0,2,165,19,0,"800095",148,5,2,6,2,2,2,2,2,2,2,2,1
"NH-0076","NH","650384 ","Control (Math)",2,148,11,152,12,3,2,2,2,2,1,4,3,4,"Black",1,0,2,153,7,0,"800388",148,3,2,2,1,1,1,2,4,3,4,4,4
"NH-0077","NH","650384 ","READS         ",2,171,56,176,50,3,3,2,2,3,3,3,4,3,NA,NA,NA,1,173,29,0,"800095",170,10,5,4,4,5,3,3,3,4,4,2,2
"NH-0078","NH","650384 ","Control (Math)",2,184,77,184,65,3,2,1,1,1,2,1,1,1,"Black",1,0,2,210,81,0,"800388",217,11,3,2,3,3,3,1,2,1,1,1,1
"NH-0079","NH","650384 ","READS         ",2,160,32,155,15,3,7,3,3,1,1,1,1,1,"Black",1,0,2,177,36,2,"800095",189,11,4,6,2,4,4,3,3,1,3,2,1
"NH-0080","NH","650384 ","READS         ",2,148,11,148,8,3,6,6,6,6,4,3,3,3,"Black",1,0,1,153,7,0,"800388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0081","NH","650384 ","READS         ",2,165,43,159,21,3,6,6,6,2,4,4,4,3,"Black",1,0,2,150,5,0,"800095",168,6,4,6,4,4,4,4,2,1,1,1,1
"NH-0083","NH","650384 ","Control (Math)",2,165,43,153,13,3,10,5,5,3,3,1,1,4,"Other",0,0,1,186,52,0,"800101",195,7,2,3,2,2,2,2,2,1,1,1,1
"NH-0084","NH","650384 ","Control (Math)",2,192,86,197,82,3,1,1,6,1,4,1,4,4,"Black",1,0,1,210,81,10,"800101",217,11,4,6,4,3,4,4,2,4,4,4,4
"NH-0085","NH","650384 ","Control (Math)",2,168,50,163,28,3,10,4,3,5,4,1,1,1,"Black",1,0,1,186,52,1,"800101",192,6,4,6,4,3,3,2,2,3,4,3,3
"NH-0086","NH","650384 ","READS         ",2,149,12,163,28,3,NA,3,NA,NA,4,4,4,3,"Black",1,0,1,163,17,0,"800388",178,3,3,5,4,2,1,3,1,2,2,1,4
"NH-0087","NH","650384 ","Control (Math)",2,168,50,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"800067",165,4,3,2,3,3,3,2,1,1,4,4,4
"NH-0088","NH","650384 ","READS         ",2,160,32,168,36,3,6,6,6,1,1,1,3,3,"Black",1,0,1,156,9,0,"800388",NA,3,1,3,1,1,1,1,1,1,1,1,1
"NH-0091","NH","650384 ","READS         ",2,184,77,168,36,3,6,5,3,1,3,3,2,1,"Black",1,0,1,165,19,4,"800095",189,6,3,6,4,2,2,2,3,3,4,2,2
"NH-0092","NH","650384 ","Control (Math)",2,148,11,149,9,3,11,6,4,5,4,2,2,3,"Black",1,0,2,156,9,0,"800101",163,11,5,5,4,3,5,4,4,3,4,2,4
"NH-0093","NH","650384 ","Control (Math)",2,162,36,159,21,3,11,1,2,1,1,1,1,1,"White",1,1,2,184,48,2,"800101",183,6,5,2,5,3,5,5,4,3,4,3,3
"NH-0094","NH","650384 ","READS         ",2,165,43,163,28,3,3,4,2,2,4,4,4,3,"Black",1,0,1,153,7,7,"800095",157,8,4,3,4,4,4,4,2,4,4,4,4
"NH-0095","NH","650384 ","Control (Math)",2,156,24,153,13,3,11,1,6,1,4,4,4,4,"Black",1,0,1,184,48,0,"800101",183,11,4,6,4,5,5,4,5,4,4,4,4
"NH-0096","NH","650384 ","Control (Math)",2,184,77,205,89,3,3,1,1,5,1,1,3,1,"Black",1,0,1,198,69,0,"800388",203,4,3,3,2,1,2,2,1,2,4,1,2
"NH-0097","NH","650384 ","READS         ",2,154,20,168,36,3,4,4,3,1,4,3,4,4,"Black",1,0,1,173,29,0,"800095",195,3,1,1,1,2,4,1,1,4,3,4,1
"NH-0098","NH","650384 ","Control (Math)",2,174,62,197,82,3,2,1,1,1,3,1,3,3,"Other",1,0,2,195,65,2,"800388",181,2,1,2,1,1,1,1,1,1,4,1,1
"NH-0099","NH","650384 ","Control (Math)",2,184,77,176,50,3,10,1,2,1,4,3,3,1,"Black",1,0,1,186,52,7,"800101",230,4,4,3,3,3,4,3,3,2,4,1,1
"NH-0101","NH","650384 ","Control (Math)",2,162,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0102","NH","650384 ","READS         ",2,202,92,205,89,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0103","NH","650384 ","READS         ",2,158,28,163,28,3,3,6,2,4,3,1,4,2,"Black",1,0,1,183,46,0,"800067",151,7,4,3,3,4,5,2,3,2,4,4,3
"NH-0104","NH","650384 ","READS         ",2,174,62,205,89,3,8,5,5,1,4,1,2,1,"Other",0,0,2,195,65,0,"800095",199,11,3,1,1,3,3,4,4,1,NA,1,NA
"NH-0105","NH","650384 ","Control (Math)",2,145,8,145,5,3,6,5,2,1,4,4,3,4,"Black",1,0,1,156,9,0,"800101",160,5,5,5,5,5,4,4,2,NA,NA,NA,1
"NH-0106","NH","650384 ","READS         ",2,179,70,173,44,3,5,6,6,6,4,3,4,1,"Black",1,0,1,201,72,4,"800375",195,9,5,6,3,1,5,4,3,4,4,3,1
"NH-0107","NH","650384 ","READS         ",2,162,36,176,50,3,11,5,4,6,2,2,4,4,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0110","NH","650384 ","Control (Math)",2,151,15,150,10,3,2,2,1,1,4,4,4,4,"Black",1,0,1,146,3,0,"800101",151,2,4,5,1,4,4,3,1,1,2,4,3
"NH-0111","NH","650384 ","READS         ",2,162,36,168,36,3,1,4,2,1,1,1,4,1,"Black",1,0,2,179,39,0,"800388",185,2,1,4,1,1,4,3,1,1,4,2,1
"NH-0112","NH","650384 ","Control (Math)",2,174,62,205,89,3,11,1,6,6,4,3,4,1,"Black",1,0,1,181,43,2,"800101",192,NA,4,4,5,3,5,4,4,2,4,1,1
"NH-0114","NH","650384 ","READS         ",2,145,8,141,3,3,5,6,4,2,2,2,2,2,"Black",1,0,2,168,23,0,"800388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0115","NH","650384 ","READS         ",2,143,6,152,12,3,1,3,1,2,1,2,1,3,"Black",1,0,1,163,17,2,"800095",154,2,4,6,2,1,4,3,2,4,3,2,4
"NH-0116","NH","650384 ","Control (Math)",2,144,7,138,1,3,1,NA,NA,1,1,1,4,NA,"Black",1,0,2,143,1,0,"800388",145,3,1,1,1,1,1,1,1,2,1,4,4
"NH-0117","NH","650384 ","Control (Math)",2,130,1,141,3,3,3,1,6,1,1,1,2,1,"Black",1,0,1,NA,NA,NA,"800101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0118","NH","650384 ","Control (Math)",2,154,20,168,36,3,2,1,2,1,1,1,1,1,"Black",1,0,2,NA,NA,0,"800388",142,7,3,4,3,4,3,3,2,1,3,1,3
"NH-0119","NH","650384 ","READS         ",2,168,50,180,58,3,11,6,2,6,3,3,3,3,"Black",1,0,2,156,9,4,"800095",183,7,3,6,2,2,2,3,2,2,3,2,1
"NH-0120","NH","650384 ","Control (Math)",2,NA,NA,145,5,3,2,2,2,2,4,4,3,3,"Black",1,0,2,NA,NA,6,"800388",148,2,2,2,2,3,2,2,1,2,2,3,2
"NH-0123","NH","650384 ","READS         ",2,162,36,159,21,3,NA,NA,NA,NA,NA,NA,NA,NA,"Other",1,1,2,195,65,1,"800684",185,4,4,4,1,1,3,3,2,4,4,3,NA
"NH-0124","NH","650384 ","Control (Math)",2,145,8,157,18,3,3,1,1,6,4,4,4,4,"Black",1,0,2,143,1,0,"800388",163,1,1,1,1,1,1,1,1,3,3,1,3
"NH-0125","NH","650384 ","Control (Math)",2,202,92,214,94,3,10,1,6,5,3,3,3,4,"Black",1,0,2,195,65,4,"800101",212,7,2,3,2,3,2,3,3,1,3,1,1
"NH-0126","NH","650384 ","READS         ",2,162,36,161,24,3,2,4,2,6,1,1,1,1,"Black",1,0,1,153,7,5,"800388",176,3,2,6,4,3,5,5,5,4,4,2,4
"NH-0128","NH","650384 ","READS         ",2,156,24,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0131","NH","650384 ","Control (Math)",2,151,15,176,50,3,1,6,1,6,1,1,1,1,"Black",1,0,2,165,19,4,"800388",178,4,5,6,5,5,5,5,5,4,1,4,4
"NH-0132","NH","650384 ","READS         ",2,192,86,184,65,3,6,5,NA,2,3,NA,4,3,"Black",1,0,1,195,65,3,"800388",207,8,4,4,3,1,4,2,1,3,2,1,1
"NH-0133","NH","650384 ","READS         ",2,141,5,163,28,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0134","NH","650384 ","READS         ",2,153,7,148,3,4,1,2,1,2,1,4,1,1,"Black",1,0,2,157,5,4,"800670",154,11,1,6,3,5,2,3,2,2,4,1,NA
"NH-0135","NH","650384 ","READS         ",2,NA,NA,192,50,4,8,3,3,5,3,3,3,3,"Black",1,0,1,187,32,4,"800670",198,5,4,3,3,4,3,4,3,3,4,3,2
"NH-0137","NH","650384 ","READS         ",2,153,7,160,10,4,2,6,1,1,3,4,2,4,"Black",1,0,1,169,13,0,"800063",156,3,2,3,2,3,2,4,3,4,NA,NA,4
"NH-0138","NH","650384 ","Control (Math)",2,160,13,154,6,4,7,6,6,3,4,4,4,4,"Black",1,0,2,200,50,0,"800553",188,7,4,4,4,5,3,4,3,3,4,4,2
"NH-0139","NH","650384 ","Control (Math)",2,150,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,162,7,0,"800358",156,NA,1,4,1,4,1,1,2,4,1,3,3
"NH-0140","NH","650384 ","READS         ",2,156,9,145,1,4,5,1,6,1,4,4,3,3,"White",0,0,1,172,15,0,"800670",160,NA,3,3,2,2,1,5,2,1,3,2,2
"NH-0141","NH","650384 ","Control (Math)",2,150,5,168,17,4,11,5,1,2,1,3,3,3,"Black",1,0,1,165,9,4,"800358",183,2,1,3,1,1,1,1,1,1,1,1,1
"NH-0142","NH","650384 ","Control (Math)",2,165,19,185,39,4,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,2,NA,NA,0,"800358",208,11,3,2,3,2,3,3,5,2,2,1,1
"NH-0145","NH","650384 ","READS         ",2,160,13,170,20,4,11,6,6,1,4,1,3,2,"Black",1,0,1,169,13,1,"800670",158,2,3,6,3,3,1,4,1,1,4,1,2
"NH-0146","NH","650384 ","READS         ",2,150,5,157,8,4,6,6,6,3,4,3,4,3,"Black",1,0,2,152,2,0,"800670",152,6,3,4,3,3,3,3,2,3,4,3,3
"NH-0147","NH","650384 ","READS         ",2,171,56,163,28,3,11,6,6,6,4,4,1,4,"Black",1,0,1,179,39,0,"800095",168,5,3,3,3,3,3,3,2,3,1,3,3
"NH-0148","NH","650384 ","READS         ",2,174,62,173,44,3,11,6,1,1,4,3,3,3,"Black",1,0,1,192,61,0,"800558",185,11,5,6,5,4,5,5,NA,4,4,3,1
"NH-0149","NH","650384 ","Control (Math)",2,171,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black",0,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0150","NH","650384 ","Control (Math)",2,184,77,166,32,3,11,1,6,1,4,1,4,3,"Black",1,0,2,188,55,0,"800101",230,2,2,1,2,2,2,2,2,1,2,1,1
"NH-0151","NH","650384 ","READS         ",2,179,70,184,65,3,8,4,3,6,3,1,2,1,"Black",1,0,2,219,88,0,"800095",223,7,3,3,3,2,4,3,4,3,4,1,2
"NH-0153","NH","650384 ","READS         ",2,212,96,176,50,3,5,6,1,1,4,4,4,2,"Black",1,0,1,NA,NA,NA,"800388",195,6,3,6,3,3,3,3,2,3,3,1,3
"NH-0154","NH","650384 ","Control (Math)",2,168,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0155","NH","650384 ","Control (Math)",2,168,50,170,39,3,11,1,1,NA,4,1,1,1,"Black",1,0,1,160,13,8,"800388",178,5,4,4,3,2,3,4,3,3,3,1,3
"NH-0157","NH","650384 ","READS         ",2,192,86,170,39,3,11,6,3,1,3,4,2,3,"Black",1,0,2,177,36,0,"800388",163,1,1,1,1,1,1,1,1,1,1,1,1
"NH-0158","NH","650384 ","READS         ",2,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,"Black",1,0,2,NA,NA,0,"800375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0161","NH","650384 ","Control (Math)",2,171,56,155,15,3,3,3,1,4,1,1,4,1,"Black",1,0,1,170,25,4,"800101",176,11,5,6,4,5,5,5,5,1,4,1,2
"NH-0163","NH","650384 ","READS         ",2,184,77,184,65,3,7,6,4,2,4,3,2,1,"Black",1,0,1,201,72,4,"800095",212,6,4,3,2,2,3,3,2,4,4,1,1
"NH-0164","NH","650384 ","Control (Math)",2,158,28,176,50,3,7,1,6,6,4,4,4,4,"Black",1,0,1,192,61,7,"800101",199,4,3,3,4,5,4,3,4,3,4,3,3
"NH-0165","NH","650384 ","Control (Math)",2,212,96,205,89,3,7,NA,NA,NA,2,2,4,1,"Black",1,0,2,226,92,0,"800101",238,1,3,1,2,2,1,2,2,1,3,1,1
"NH-0166","NH","650384 ","READS         ",2,158,28,170,39,3,11,6,6,6,4,4,4,3,"Black",1,0,2,150,5,8,"800095",157,6,3,6,3,3,3,2,1,3,3,3,3
"NH-0167","NH","650384 ","READS         ",2,145,8,148,8,3,4,1,1,4,3,1,1,3,"Black",1,0,2,153,7,0,"800095",154,4,2,4,2,1,1,1,1,4,1,4,2
"NH-0168","NH","650384 ","Control (Math)",2,174,62,173,44,3,10,3,3,3,4,4,4,4,"Black",1,0,1,198,69,0,"800101",195,5,4,4,4,3,2,3,3,3,3,3,2
"NH-0169","NH","650384 ","READS         ",2,154,20,163,28,3,11,6,6,6,4,4,4,4,"Black",1,0,1,160,13,0,"800095",176,11,4,6,4,4,4,4,2,1,4,3,3
"NH-0170","NH","650384 ","Control (Math)",2,157,26,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0171","NH","650384 ","READS         ",2,224,99,224,98,3,6,5,1,2,4,3,4,1,"Black",1,0,2,226,92,8,"800095",238,8,NA,5,NA,NA,NA,NA,4,3,4,1,1
"NH-0172","NH","650384 ","READS         ",2,171,56,173,44,3,8,6,2,3,4,2,3,3,"Black",1,0,1,190,58,0,"800095",212,5,3,5,3,2,1,2,2,3,3,2,2
"NH-0173","NH","650384 ","Control (Math)",2,171,56,170,39,3,3,1,1,2,3,1,3,4,"Black",1,0,2,186,52,0,"800101",185,6,1,2,1,3,4,4,3,3,3,3,3
"NH-0174","NH","650384 ","Control (Math)",2,184,77,184,65,3,1,1,2,2,3,1,2,2,"White",1,0,1,184,48,1,"800388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0175","NH","650384 ","READS         ",2,165,43,158,20,3,6,6,1,2,4,4,4,4,"Black",1,0,1,165,19,2,"800095",173,11,4,6,4,4,4,4,2,4,4,4,4
"NH-0176","NH","650384 ","Control (Math)",2,174,62,152,12,3,11,1,1,6,4,4,4,4,"Black",1,0,2,195,65,6,"800101",187,11,4,6,4,4,4,4,3,4,4,3,4
"NH-0180","NH","650384 ","READS         ",2,168,50,163,28,3,2,6,4,3,4,4,4,2,"Black",1,0,1,160,13,4,"800095",170,10,3,5,1,2,3,2,1,1,4,2,2
"NH-0181","NH","650384 ","READS         ",2,156,24,153,13,3,6,4,6,2,4,4,4,3,"White",1,1,2,150,5,8,"800095",165,8,4,5,4,5,4,3,4,4,4,2,3
"NH-0182","NH","650384 ","Control (Math)",2,192,86,180,58,3,4,1,4,4,3,1,3,3,"Black",1,0,2,192,61,0,"800101",217,11,3,4,3,3,3,3,3,3,3,2,3
"NH-0183","NH","650384 ","READS         ",2,171,56,180,58,3,11,6,6,1,4,3,4,4,"Black",1,0,1,184,48,6,"800388",181,10,4,6,4,3,4,4,2,4,4,4,4
"NH-0184","NH","650384 ","Control (Math)",2,174,62,158,20,3,6,1,2,2,4,4,4,4,"Black",1,0,1,173,29,0,"800388",207,3,4,3,4,4,4,4,3,4,4,4,4
"NH-0185","NH","650309 ","READS         ",1,245,99,247,97,4,11,4,1,NA,4,2,1,1,"Other",1,0,1,262,98,5,"800163",251,9,4,3,4,1,4,4,3,1,1,1,2
"NH-0186","NH","650309 ","Control (Math)",1,136,1,145,1,4,2,1,1,2,4,1,1,1,"Other",1,1,2,149,1,10,"800368",168,10,5,6,1,2,3,2,2,2,3,1,1
"NH-0187","NH","650309 ","Control (Math)",1,168,23,165,14,4,4,1,1,1,3,1,1,1,"Black",1,0,1,195,42,4,"800185",178,3,5,3,5,5,5,3,1,1,2,1,1
"NH-0188","NH","650309 ","READS         ",1,160,13,142,1,4,2,1,1,3,2,1,3,2,"Other",1,0,2,157,5,0,"800185",178,3,3,1,1,1,2,2,1,1,3,1,1
"NH-0189","NH","650309 ","Control (Math)",1,179,39,165,14,4,7,1,3,2,3,4,4,4,"White",1,0,2,162,7,4,"800185",180,6,3,3,3,2,4,4,2,2,4,3,2
"NH-0191","NH","650309 ","Control (Math)",1,192,61,207,71,4,8,1,1,1,2,1,3,1,"Other",0,0,1,205,57,2,"800185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0192","NH","650309 ","Control (Math)",1,173,29,178,29,4,6,1,6,1,4,2,2,3,"Other",1,0,1,184,28,10,"800185",185,8,3,6,3,3,3,2,1,3,2,3,3
"NH-0193","NH","650309 ","Control (Math)",1,260,99,238,94,4,1,1,1,1,1,1,1,1,"White",1,0,2,224,76,9,"800368",251,6,4,2,4,2,4,4,3,2,4,2,1
"NH-0194","NH","650309 ","READS         ",1,219,88,207,71,4,8,6,3,3,4,3,4,4,"White",1,0,1,217,70,2,"800185",219,11,4,3,4,3,3,3,3,3,4,1,2
"NH-0195","NH","650309 ","READS         ",1,214,84,230,90,4,2,2,1,1,3,2,4,3,"Black",1,0,1,220,73,2,"800163",251,3,3,4,3,3,5,4,5,3,3,3,3
"NH-0196","NH","650309 ","Control (Math)",1,205,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0197","NH","650309 ","Control (Math)",1,198,69,192,50,4,3,NA,3,3,3,1,3,3,NA,NA,NA,2,203,54,5,"800368",215,5,3,4,3,3,2,2,3,2,3,2,1
"NH-0198","NH","650309 ","READS         ",1,179,39,189,45,4,6,6,1,1,3,1,2,1,"White",0,0,1,184,28,0,"800185",175,6,3,6,2,3,2,2,1,1,1,1,1
"NH-0199","NH","650309 ","READS         ",1,245,99,255,99,4,3,2,1,1,3,2,3,1,"White",0,0,2,246,92,0,"800163",279,3,3,2,3,3,3,3,3,2,3,1,1
"NH-0202","NH","650309 ","READS         ",1,219,88,195,55,4,4,4,1,1,2,1,2,1,"White",0,0,2,230,81,1,"800163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0203","NH","650309 ","READS         ",1,179,39,187,42,4,6,6,1,1,3,1,1,1,"Other",1,0,1,193,39,0,"800185",198,6,3,4,3,3,3,4,3,3,1,1,1
"NH-0204","NH","650309 ","Control (Math)",1,205,76,230,90,4,2,1,1,2,2,1,2,2,"White",1,0,1,217,70,6,"800368",232,5,2,5,2,1,1,1,3,1,2,1,1
"NH-0205","NH","650309 ","Control (Math)",1,226,92,230,90,4,3,1,1,1,2,1,2,2,"White",0,0,2,224,76,0,"800185",261,1,1,1,2,1,1,1,1,1,3,1,1
"NH-0206","NH","650309 ","READS         ",1,177,36,185,39,4,3,6,1,1,3,1,4,1,"Other",1,1,1,193,39,8,"800163",201,6,5,6,2,3,4,4,3,2,4,1,1
"NH-0207","NH","650309 ","Control (Math)",1,181,43,199,60,4,6,1,1,1,4,3,4,1,"White",1,0,1,175,19,8,"800368",201,3,4,3,3,3,5,1,3,3,4,1,1
"NH-0208","NH","650309 ","READS         ",1,219,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0209","NH","650309 ","READS         ",1,219,88,255,99,4,7,2,1,2,4,3,1,1,"Black",1,0,2,246,92,8,"800163",232,4,4,4,3,1,2,4,3,2,3,3,2
"NH-0210","NH","650309 ","READS         ",1,139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0211","NH","650309 ","Control (Math)",1,188,55,195,55,4,2,1,1,2,1,1,4,1,"Black",1,0,2,190,35,4,"800368",203,3,4,3,4,5,4,5,1,4,3,3,3
"NH-0212","NH","650309 ","Control (Math)",1,143,1,151,4,4,6,1,6,4,4,1,3,4,"White",0,0,2,178,22,0,"800368",183,11,4,2,5,3,4,4,4,1,4,3,4
"NH-0213","NH","650309 ","Control (Math)",1,198,69,189,45,4,5,1,2,1,2,1,1,1,"White",1,0,1,NA,NA,NA,"800368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0214","NH","650309 ","Control (Math)",1,150,5,151,4,4,4,1,1,1,1,1,2,1,"White",1,0,2,NA,NA,0,"800368",156,1,1,6,1,1,1,1,1,1,1,1,1
"NH-0215","NH","650309 ","READS         ",1,210,81,217,81,4,6,4,2,1,2,1,2,1,"White",0,0,2,254,95,0,"800163",261,4,2,2,2,2,2,2,2,2,3,1,1
"NH-0216","NH","650309 ","READS         ",1,195,65,203,66,4,2,4,2,2,1,2,4,1,"Other",1,0,1,237,86,1,"800163",241,4,2,1,4,1,4,2,4,4,1,1,4
"NH-0217","NH","650309 ","READS         ",1,163,17,151,4,4,7,6,1,1,2,1,1,2,"White",1,0,2,172,15,0,"800163",158,1,5,2,5,5,5,5,1,2,4,4,4
"NH-0218","NH","650309 ","Control (Math)",1,219,88,230,90,4,5,1,2,4,4,2,3,1,"White",0,0,1,214,67,8,"800185",251,5,4,5,4,4,1,3,3,3,4,1,1
"NH-0219","NH","650309 ","READS         ",1,198,69,238,94,4,6,6,1,1,2,2,2,1,"White",1,0,2,254,95,0,"800163",251,5,2,4,2,1,2,2,5,1,1,1,1
"NH-0220","NH","650309 ","Control (Math)",1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0221","NH","650309 ","Control (Math)",1,210,81,192,50,4,4,1,6,2,4,1,2,3,"Black",1,0,1,203,54,0,"800368",215,3,4,3,3,1,3,1,3,2,3,4,2
"NH-0224","NH","650309 ","READS         ",1,205,76,212,76,4,7,6,1,1,2,1,1,1,"White",0,0,1,220,73,9,"800185",238,7,4,6,3,3,4,4,3,3,2,1,1
"NH-0225","NH","650309 ","READS         ",1,186,52,173,23,4,3,2,1,1,2,1,4,3,"Other",1,0,1,178,22,1,"800185",180,2,2,3,2,3,2,2,2,1,2,1,2
"NH-0227","NH","650309 ","Control (Math)",1,181,43,187,42,4,11,5,1,3,3,4,4,1,"White",1,0,1,211,64,8,"800163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0228","NH","650309 ","Control (Math)",1,183,46,207,71,4,8,1,3,1,2,2,2,NA,"White",1,0,1,224,76,0,"800368",203,7,3,3,2,3,2,3,3,1,2,2,1
"NH-0229","NH","650309 ","READS         ",1,192,61,203,66,4,6,5,1,3,2,3,3,2,"Other",1,1,2,230,81,3,"800163",224,6,3,4,3,2,3,4,4,2,4,1,1
"NH-0230","NH","650309 ","READS         ",1,181,43,195,55,4,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,1,211,64,0,"800163",215,11,4,2,1,3,4,4,3,2,NA,1,1
"NH-0231","NH","650309 ","Control (Math)",1,143,1,148,3,4,2,1,2,2,3,3,4,4,"Other",1,0,2,172,15,3,"800185",163,3,4,3,4,1,3,1,3,1,4,3,3
"NH-0232","NH","650309 ","Control (Math)",1,160,13,157,8,4,1,1,1,1,1,1,1,1,"White",0,0,2,181,25,0,"800368",173,3,2,2,2,3,1,2,1,1,3,1,1
"NH-0233","NH","650309 ","READS         ",1,210,81,230,90,4,11,6,2,1,1,1,1,1,"White",1,0,2,195,42,1,"800163",208,2,1,2,1,1,1,1,3,1,1,1,1
"NH-0235","NH","650309 ","READS         ",1,175,33,187,42,4,5,5,4,1,4,1,4,1,"White",1,0,2,NA,NA,NA,"800185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NH-0236","NH","650309 ","READS         ",1,245,99,181,33,4,6,6,2,1,4,4,4,4,"White",0,0,1,214,67,5,"800185",224,2,3,2,3,4,1,1,3,2,3,1,1
"NH-0237","NH","650309 ","Control (Math)",1,184,48,203,66,4,11,1,6,4,4,1,4,2,"Black",1,0,2,208,61,9,"800368",212,8,5,5,5,4,4,2,2,4,4,2,4
"NH-0238","NH","650309 ","Control (Math)",1,173,29,145,1,4,2,1,1,1,1,1,1,1,"White",1,0,2,159,6,0,"800368",165,3,3,6,1,2,1,1,2,2,1,1,2
